"","ResponseId","Q2","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15_1","Q15_2","Q15_3","Q16_1","Q16_2","Q16_3","Q17_1","Q17_2","Q17_3","Q17_4","Q18","Q19","Q20","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q21_7","Q21_8","Q21_9","Q22_1","Q22_2","Q22_3","Q23_1","Q23_2","Q23_3","Q24","Q25a","Q25b","Q26","Q27","Q28","Q29_1","Q29_2","Q29_3","Q29_4","Q29_5","Q29_6","Q29_7","Q29_8","Q29_9","Q29_10","Q29_11"
"296","R_2TMCmdcyojarDNz",1,1,2,1,2,3,2,3,1,2,NA,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,3,2,2,2,2,2,2,3,1,1,1,1,2,1,7,2,4,2,2,2,2,1,1,2,1,2,3,1,1,1
"297","R_6y7pyC7zSuhRw53",2,1,1,1,4,NA,2,4,2,NA,NA,1,2,2,3,2,2,2,NA,NA,NA,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,3,2,NA,2,2,2,3,3,3,3,3,3,3,3,3,3,3
"298","R_PB3q6QSCDX0OsBH",2,1,2,2,4,NA,1,1,2,NA,NA,1,2,2,1,2,1,1,4,2,1,2,3,1,5,4,1,5,1,2,1,5,5,4,4,3,2,2,NA,NA,3,4,NA,2,3,1,1,4,2,2,2,2,2,4,2,1,1
"299","R_2eXrfLBwRS6Le2Q",2,2,2,2,4,NA,2,5,2,NA,NA,2,2,2,2,2,1,2,2,3,1,3,5,1,5,2,1,5,1,1,1,5,5,5,4,4,2,3,5,3,1,4,NA,4,4,2,4,2,4,3,2,2,3,4,5,3,4
"300","R_3NIGHIBl7lj6GV0",1,2,2,2,4,NA,1,2,2,NA,NA,2,1,1,1,NA,1,2,2,1,1,2,3,2,5,5,1,2,1,1,1,5,5,5,4,2,2,5,2,5,3,5,NA,2,NA,2,1,5,2,1,5,5,2,2,1,1,2
"301","R_ZElc6TvhGUjJ9D3",1,1,1,2,3,1,1,1,2,NA,NA,2,1,1,1,1,1,1,4,2,1,2,3,1,5,1,1,3,1,1,1,5,5,5,5,2,2,1,3,5,2,3,NA,3,4,2,2,5,2,1,5,2,5,5,2,5,5
"302","R_3h0Hg0UqxnTUqxZ",3,2,1,2,4,NA,2,1,2,NA,NA,2,3,1,3,2,NA,2,4,2,1,2,3,5,1,2,1,2,1,1,5,1,2,2,4,2,2,1,1,3,3,1,NA,2,4,1,1,5,1,2,2,5,2,4,2,1,4
"303","R_263XXQtdrLNeerP",2,2,1,2,4,NA,2,3,3,NA,NA,2,1,1,1,2,2,2,1,4,4,4,5,5,1,5,5,5,4,4,4,1,1,1,1,1,1,1,2,1,3,4,NA,4,4,1,3,4,1,2,3,4,3,4,3,2,4
"304","R_1Le3aNssZqaYslH",2,2,2,1,1,2,1,3,3,NA,NA,2,2,2,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,1,3,3,3,3,3,3,3,3,3,3,3
"305","R_20ZKCl5vOWjjQIc",1,2,2,2,4,NA,2,1,1,2,NA,1,3,2,1,1,1,1,3,1,1,3,4,3,4,4,1,1,1,1,1,5,5,5,2,2,2,5,5,4,3,3,NA,3,5,2,1,5,1,3,5,5,2,2,1,2,5
"306","R_1i3eYPYqlVJNZf7",1,2,1,2,3,1,2,4,2,NA,NA,2,1,1,1,2,NA,2,3,3,4,4,4,3,3,5,5,2,1,1,1,2,2,1,NA,2,2,1,2,2,2,7,2,3,4,1,1,5,1,1,5,2,2,5,2,2,2
"307","R_28IMLlXIs7aB7p1",1,2,2,2,3,4,1,1,2,NA,NA,2,1,1,1,2,2,2,3,3,1,4,4,2,5,2,1,4,1,1,1,5,5,5,5,4,1,1,1,1,3,3,NA,3,2,1,1,2,2,1,2,2,2,2,1,4,5
"308","R_2wpNE4RvaQ9n2aV",1,2,2,2,3,4,1,2,1,2,NA,2,1,1,1,2,1,1,3,3,2,NA,3,3,5,5,1,5,1,1,1,4,5,5,4,2,3,5,5,NA,2,1,NA,2,2,2,1,4,1,2,2,5,1,1,2,2,1
"309","R_1cVa2KKe6pZT1LD",1,2,1,2,3,4,1,4,2,NA,NA,2,1,1,1,2,1,NA,4,1,1,4,2,2,5,4,1,4,1,1,2,4,4,4,5,3,2,3,3,3,4,4,NA,2,3,1,1,4,3,1,4,5,3,2,2,1,1
"310","R_3FPqtIbvgvHn0f5",1,2,2,2,3,4,2,4,1,2,NA,1,1,1,1,1,1,1,4,4,3,3,2,3,2,5,1,1,1,1,1,4,5,5,3,3,2,3,3,2,2,1,NA,2,3,1,1,5,2,2,4,4,2,2,2,2,2
"311","R_xnOpDMbgA01xPLH",2,2,2,2,4,NA,2,5,2,NA,NA,1,1,3,3,1,2,2,3,4,3,2,2,2,5,1,3,5,5,5,5,5,5,5,2,2,1,4,4,2,1,2,NA,5,4,2,2,1,2,4,4,3,2,1,2,2,2
"312","R_2BsA4f6qEsZfjPI",3,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,3,4,3,4,1,2,4,5,3,2,5,4,3,1,1,2,4,3,5,4,2,4,NA,1,3,1,4,1,4,2,2,3,3,4,4,5,1
"313","R_1rvkRyQrZzMKRpi",1,2,1,1,4,NA,2,1,2,NA,NA,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"314","R_3IRcA1bfTxIx5s7",2,2,2,2,3,3,1,1,1,2,NA,1,1,1,1,2,2,1,3,2,1,3,5,5,2,5,4,4,2,2,2,2,1,3,1,1,2,5,3,3,2,4,NA,2,2,2,1,5,2,1,5,5,3,2,1,1,4
"315","R_2QhyX92roz9MyQN",2,1,2,1,4,NA,2,2,2,NA,NA,2,2,3,3,2,2,2,2,2,2,2,5,1,2,4,4,5,5,1,4,4,5,1,4,2,4,2,5,1,3,1,NA,3,3,1,2,1,1,2,1,1,4,1,4,1,2
"316","R_87K2KYAPYwFY8Br",1,2,1,2,3,1,2,4,2,NA,NA,2,NA,1,1,2,2,2,3,3,2,3,3,5,NA,5,5,NA,1,1,2,4,NA,2,4,2,2,2,2,1,4,1,NA,2,4,2,4,5,NA,2,NA,5,5,4,4,NA,5
"317","R_2w66KzGZUVTtNdz",2,2,2,1,1,3,2,3,2,NA,NA,2,2,2,NA,2,1,2,2,1,2,4,3,5,3,3,1,4,1,1,1,3,3,5,3,2,1,2,2,2,3,2,NA,2,2,1,3,3,3,2,2,4,3,3,1,3,5
"318","R_3szbMzXRggr06XN",1,2,2,2,3,4,1,3,1,2,NA,NA,1,1,1,2,2,2,2,2,2,4,3,5,3,5,2,3,1,1,1,3,2,4,2,3,3,5,5,2,4,1,NA,1,3,1,1,5,1,1,5,5,1,1,1,1,1
"319","R_1rpEe3cBwZp6QQb",3,2,1,1,4,NA,2,1,2,NA,NA,2,2,3,3,1,1,1,3,3,3,3,5,1,2,3,1,3,1,2,1,3,4,4,4,4,1,5,3,3,1,7,2,4,4,1,5,3,3,3,3,3,3,3,2,4,4
"320","R_5oPeNs1TQIDYz17",1,1,1,1,4,NA,2,1,2,NA,NA,2,3,3,1,2,1,1,1,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,NA,3,1,1,1,1,1,1,5,1,1,1,1,1,1
"321","R_RruYdB7zGX7vbJT",1,1,1,2,1,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
"322","R_2TyOUJvv302O3cw",2,2,1,2,4,NA,2,3,2,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3,3,3,3,3,3,3,3,5,5,1,3,3,3,1,7,2,5,3,2,3,3,3,3,3,3,3,3,3,3,3
"323","R_2R3p60aRthD9WTs",2,1,2,2,4,NA,2,1,3,NA,NA,2,1,1,1,2,2,2,1,1,4,4,5,5,1,5,5,1,1,1,3,1,1,1,3,1,1,1,3,1,1,6,NA,4,2,1,2,5,2,2,3,3,3,3,3,2,3
"324","R_1r9dnHMK8b7t7hD",1,1,1,1,1,1,1,2,1,2,NA,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,2,4,3,3,3,3,2,1,1,2,3,2,2,2,1,3,NA,2,2,1,1,3,3,3,4,2,2,3,3,2,2
"325","R_tT0tqQuLECcXPEZ",3,1,1,1,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,2,2,1,1,1,1,NA,2,2,2,1,1,2,2,1,1,2,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"326","R_3nSG4hIoezAl6cb",3,1,2,2,4,NA,2,5,2,NA,NA,2,2,2,1,1,2,2,3,2,1,3,4,3,1,5,2,2,1,1,1,3,2,2,3,3,2,3,3,4,4,2,NA,2,3,1,2,5,3,1,5,5,3,2,2,2,1
"327","R_2YEOneMCZnXfSiF",1,2,1,2,3,5,1,1,2,NA,NA,2,3,2,2,2,1,1,3,3,2,3,4,3,2,4,4,3,2,2,2,4,2,2,3,1,2,1,1,2,2,5,NA,4,3,2,3,2,2,2,2,2,4,4,3,4,4
"328","R_2aEgu0GSyYuUmAN",2,1,1,2,2,3,1,2,1,2,NA,1,1,2,3,1,2,1,2,1,3,3,1,1,1,1,2,3,3,2,3,3,4,3,1,2,3,1,2,3,1,3,NA,1,1,1,1,2,3,2,3,3,4,4,3,3,4
"329","R_2A1gIPkWe6O4GgN",1,1,2,2,3,3,1,3,1,1,1,1,2,1,2,2,2,1,3,3,3,3,5,4,1,5,3,3,1,1,1,5,4,4,1,1,3,1,2,1,1,3,NA,4,3,2,4,4,3,3,2,2,5,4,4,3,4
"330","R_1FaCXR6CxemnDlP",1,2,1,2,4,NA,2,1,2,NA,NA,2,1,1,1,2,1,1,2,1,1,1,3,1,3,5,1,2,1,1,1,5,5,3,4,1,2,1,2,1,4,1,NA,2,4,1,1,5,1,2,4,5,2,3,2,2,2
"331","R_32WtNCBC1B81KSh",1,2,2,2,4,NA,2,5,2,NA,NA,2,3,3,3,1,2,1,3,2,3,3,2,2,2,3,2,3,4,3,3,4,3,3,3,2,3,4,3,2,2,3,NA,4,4,2,3,2,3,4,3,3,2,2,3,4,4
"332","R_r2OPtzKKM3vraXT",1,2,2,2,4,NA,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,5,1,5,5,3,1,1,1,2,2,2,3,3,4,5,1,1,3,1,NA,2,3,1,1,5,1,1,5,5,2,2,1,1,2
"333","R_2Svlei26A68ivk5",NA,2,2,2,4,NA,2,2,1,1,2,1,1,1,1,2,2,1,1,3,1,3,5,5,1,5,5,5,1,1,1,5,5,5,4,3,3,1,1,5,4,NA,NA,1,4,1,5,5,1,1,5,5,2,1,1,1,1
"334","R_b2bdC2bRX11ohnr",1,2,2,2,3,2,1,1,3,NA,NA,1,1,1,1,2,1,2,1,3,1,4,5,5,2,5,5,1,1,1,1,1,2,5,2,2,2,5,5,1,2,1,NA,1,4,1,2,5,1,1,5,5,1,1,2,1,2
"335","R_1hEaj20l82tI8ej",1,2,2,2,3,3,2,4,1,1,2,1,1,1,1,2,2,2,3,3,2,3,3,5,2,5,5,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,NA,2,3,1,2,5,2,2,5,5,2,2,2,2,2
"336","R_2c0WQI9BPvdnFXr",3,1,2,2,4,NA,2,5,2,NA,NA,2,1,3,3,1,1,2,4,2,2,3,5,5,5,5,5,3,5,5,1,5,2,4,4,4,2,5,4,4,2,7,1,3,3,1,1,5,1,1,2,4,1,2,1,1,2
"337","R_2ltASsIbGmA2aZ3",NA,2,1,2,3,3,2,1,2,NA,NA,2,1,1,1,2,1,2,4,2,1,3,3,3,5,4,1,5,1,4,1,5,5,5,4,3,2,2,5,5,4,3,NA,2,5,2,1,5,1,1,4,5,4,4,1,1,1
"338","R_2frCu0k6IVx7EUl",1,2,2,2,3,1,2,1,2,NA,NA,2,1,1,1,1,1,1,2,2,2,2,4,5,5,1,1,1,1,1,1,5,5,5,2,2,2,3,3,3,2,1,NA,2,4,2,2,3,1,2,2,3,4,2,2,1,2
"339","R_1eyfptfVuqogiYP",3,2,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,2,4,3,3,2,3,2,1,5,1,1,1,1,1,3,5,5,3,2,1,1,2,4,4,1,NA,2,2,2,4,3,2,2,2,2,4,5,4,4,5
"340","R_32QJYdRtbwLfAuT",3,2,1,1,4,NA,2,2,1,2,NA,2,2,2,2,2,1,1,3,3,1,3,4,1,1,4,2,3,1,1,1,4,4,3,4,3,3,1,2,4,4,4,NA,2,2,1,2,2,3,2,2,2,2,4,2,1,1
"341","R_2P1J9stA5NiNM1C",3,1,2,2,2,3,2,5,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,5,1,5,1,1,1,5,3,5,4,2,2,1,1,1,1,6,NA,4,5,2,1,5,2,1,5,5,5,3,2,1,1
"342","R_1FstmlPCUGM8fhH",1,2,2,NA,2,4,2,2,2,NA,NA,2,1,1,1,2,1,2,4,1,1,2,3,1,3,4,5,2,1,1,1,5,5,1,5,2,1,1,2,5,NA,7,2,2,4,1,1,4,1,1,5,5,1,1,1,1,4
"343","R_doGI6xHmb0PZLzz",1,2,2,2,2,2,1,3,2,NA,NA,2,2,2,3,1,2,NA,1,2,1,2,2,2,2,1,1,2,1,2,1,2,3,2,1,2,1,1,2,1,2,2,NA,2,1,1,2,2,1,2,1,2,NA,2,1,2,2
"344","R_428gy26xhMgbriN",2,2,2,2,1,4,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,3,3,1,3,2,1,4,1,1,2,5,5,5,4,2,2,5,5,4,3,7,2,2,2,1,1,5,2,1,5,5,2,4,2,2,2
"345","R_ZEwDbS1LjD9AoG5",1,1,2,2,2,4,1,1,1,2,NA,2,1,1,1,2,1,1,2,2,2,2,5,5,2,5,1,4,1,1,1,1,4,4,4,3,2,3,3,3,3,3,NA,2,4,1,1,2,4,1,5,4,2,2,2,2,2
"346","R_3sh5eLZPgYigQzz",3,2,2,2,3,4,1,1,2,NA,NA,2,1,1,1,2,1,1,4,2,1,3,2,1,5,1,2,4,1,2,1,5,5,5,5,3,1,1,3,5,3,2,NA,3,4,2,1,4,4,1,4,2,4,3,2,1,2
"347","R_shcfnrdMRB2a8V3",2,2,2,2,4,NA,2,1,1,2,NA,2,1,1,1,2,2,2,1,2,2,2,5,5,1,5,5,5,2,1,1,1,1,1,1,1,1,2,2,1,4,1,NA,2,3,1,1,5,1,1,5,5,2,2,1,1,2
"348","R_3j1YNz7PtAcqWzo",3,2,2,2,3,5,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,4,1,1,4,5,1,2,1,1,1,5,5,5,5,1,3,5,1,5,4,1,NA,1,5,2,1,5,1,1,5,5,1,1,1,1,1
"349","R_1ISqipz86Uu1el4",2,2,2,2,4,NA,2,4,1,2,NA,2,1,1,1,2,1,2,1,1,3,3,4,5,4,4,1,2,2,1,1,2,2,5,2,2,3,4,4,2,3,2,NA,3,4,2,1,2,2,2,2,5,2,2,1,1,2
"350","R_riPdSAbQHhASKyZ",3,2,2,2,4,NA,2,3,1,1,2,2,1,1,1,2,1,2,4,2,1,2,2,5,2,3,5,5,NA,2,1,5,5,1,3,3,2,1,5,2,3,7,2,1,1,1,1,3,1,1,5,4,1,1,1,2,1
"351","R_cYFBdKvrJk9pnRD",2,2,2,2,3,3,2,3,1,2,NA,2,3,2,2,2,2,1,2,2,1,3,5,4,1,4,2,2,2,1,1,1,2,2,2,2,2,1,3,2,2,6,NA,3,4,2,2,1,5,1,1,1,4,2,4,2,5
"352","R_1mPZKtypUmniGdr",2,2,1,2,1,1,2,4,1,1,2,1,1,2,2,1,1,1,3,4,2,4,4,5,1,5,4,2,2,1,2,2,1,2,5,5,5,1,1,1,4,2,NA,2,3,1,1,2,1,1,1,5,2,1,1,2,4
"353","R_1q9SSWfd3aOOKaw",3,NA,2,1,4,NA,2,5,2,NA,NA,2,3,3,3,2,1,2,3,1,1,2,5,1,5,3,1,5,1,1,1,5,1,5,4,2,2,1,2,5,4,2,NA,3,5,2,1,4,1,2,1,1,2,1,1,2,2
"354","R_2VHDJVDh3E4RlAp",1,2,1,2,2,4,1,1,1,2,NA,1,1,1,1,2,2,1,3,3,3,3,3,5,1,5,4,2,1,1,1,2,5,4,5,2,5,1,1,1,4,3,NA,2,4,1,1,5,1,1,4,5,1,1,1,1,2
"355","R_3G3rYqBuPHbd7Uk",1,2,1,2,4,NA,2,5,3,NA,NA,1,1,1,1,2,2,2,1,2,4,4,5,5,1,5,5,3,3,1,1,1,1,1,2,2,3,5,2,1,2,3,NA,1,1,1,1,5,1,1,5,5,2,1,1,1,1
"356","R_ZxHxrR0X0zjRKoN",1,1,1,2,2,3,1,3,1,2,NA,2,1,2,1,2,1,1,4,2,1,2,2,1,3,4,1,4,1,1,1,5,5,5,5,1,2,1,2,4,2,2,NA,4,1,2,2,4,5,2,2,4,2,4,2,2,4
"357","R_1mmTfX7ZLRdzTcr",3,2,1,2,3,5,1,2,1,2,NA,2,1,1,1,2,2,2,3,2,1,2,4,3,3,5,1,5,2,1,1,5,4,5,4,2,2,1,5,2,3,1,NA,2,4,1,1,5,2,1,3,5,2,2,1,1,1
"358","R_12fNB3orjVRszsh",1,1,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,1,1,1,2,2,2,2,3,1,3,5,5,5,1,1,1,5,4,1,2,4,5,5,2,1,4,5,NA,3,4,1,1,2,2,1,5,2,2,2,2,2,4
"359","R_3CJA3KhpK46qahP",3,2,2,2,2,1,2,4,2,NA,NA,2,1,1,1,1,1,1,4,2,1,2,5,2,5,1,1,5,1,1,1,5,5,5,2,2,2,5,5,3,4,5,NA,2,1,1,2,NA,2,1,5,5,2,3,2,1,2
"360","R_9NPKBbhdKnfyzIJ",1,2,1,2,3,4,1,2,2,NA,NA,2,1,1,1,2,2,2,2,1,1,2,4,5,1,5,4,4,1,1,1,3,3,4,3,3,3,1,1,1,4,7,2,2,3,1,1,5,1,1,2,5,5,4,2,2,5
"361","R_2qgDEafQYN1HQLP",1,2,2,2,4,NA,1,5,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,2,5,5,1,5,3,1,1,1,1,1,1,5,3,3,3,1,5,1,4,7,NA,1,1,1,1,1,1,1,2,5,1,1,1,1,1
"362","R_2EcnFGiWtInY5VS",2,2,1,2,3,2,1,2,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,2,1,5,5,5,1,1,1,1,1,2,4,3,3,1,3,2,3,1,NA,2,4,1,1,5,1,1,5,5,1,1,1,1,4
"363","R_1Q4S7K1sqkKdAFf",3,2,2,2,2,2,1,1,2,NA,NA,1,2,2,2,2,2,2,3,2,1,2,3,2,3,3,1,4,1,1,1,4,5,3,3,2,3,4,3,2,3,4,NA,3,4,2,1,4,3,2,5,4,2,3,2,2,3
"364","R_3n8iFI6FUrY9aea",NA,2,2,2,4,NA,2,1,2,NA,NA,2,2,1,2,1,1,1,2,3,3,3,1,5,5,4,1,1,1,1,1,5,1,5,3,3,3,1,5,5,3,4,NA,1,1,1,1,5,1,1,1,1,1,1,1,1,1
"365","R_2dyGa7ijdyskgfw",2,2,1,2,3,4,2,3,2,NA,NA,2,2,1,1,2,1,2,2,2,3,2,3,2,3,3,3,4,3,1,2,3,3,3,3,2,3,2,2,2,4,7,2,3,2,1,2,3,2,3,1,2,3,3,2,1,3
"366","R_yUeYRrU26thvhxD",1,2,1,2,4,NA,1,NA,2,NA,NA,2,1,1,1,2,2,2,4,NA,4,NA,2,3,2,1,1,NA,1,1,1,5,5,5,NA,3,NA,1,NA,2,3,1,NA,3,4,1,1,4,2,1,5,5,2,2,1,1,4
"367","R_1K72l2yM7orx6LY",1,2,2,2,4,NA,2,5,2,NA,NA,2,1,1,1,2,1,2,1,1,1,1,3,2,5,4,5,2,1,1,1,5,2,5,3,3,2,5,4,2,2,5,NA,2,4,2,1,5,2,1,5,5,2,2,1,1,5
"368","R_1BQ1Y2GqA6yqlmw",1,2,2,2,4,NA,2,1,1,2,NA,2,1,1,1,2,2,2,2,1,2,2,4,5,2,5,5,4,1,1,2,1,1,1,1,1,3,4,2,1,3,2,NA,1,2,1,1,5,2,1,4,2,2,1,1,1,1
"369","R_1g7lOb2ArQ93SiW",2,2,2,2,3,4,2,3,2,NA,NA,2,1,1,1,2,1,1,4,2,1,2,5,3,5,3,1,5,1,1,1,5,5,5,4,3,2,1,3,5,4,2,NA,1,4,2,1,5,3,1,5,2,3,2,1,1,1
"370","R_2YWAyaE2qV8kLWm",1,2,1,2,3,1,2,2,1,2,NA,2,1,1,1,2,2,2,1,1,1,2,5,5,1,5,1,1,1,1,1,1,3,2,3,3,3,1,1,1,3,2,NA,1,3,1,1,5,1,1,2,1,1,1,1,1,1
"371","R_1kFhGOAAyNOctod",2,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,2,2,2,2,4,4,4,4,5,1,5,5,2,1,1,1,1,1,2,2,2,3,5,1,1,2,1,NA,3,3,1,1,5,1,1,1,2,2,2,2,2,2
"372","R_ewH4dRSL9c3I6lz",2,2,2,2,3,4,1,3,2,NA,NA,2,1,1,1,2,1,2,3,1,1,2,3,2,3,5,2,1,1,1,1,5,4,4,5,3,2,1,3,4,4,3,NA,2,4,2,1,5,2,1,5,5,1,1,1,1,2
"373","R_726z08CqfOzkEYF",1,2,2,2,2,4,1,1,2,NA,NA,1,2,1,1,2,1,1,2,2,2,3,4,3,3,4,5,4,1,1,1,4,5,5,3,2,2,4,3,2,3,2,NA,2,2,1,1,5,3,1,5,5,3,3,2,1,4
"374","R_2P72jshE8p3zemC",2,2,1,1,4,NA,2,3,2,NA,NA,2,3,2,3,2,1,2,3,3,1,4,4,5,5,4,1,5,1,1,1,5,5,5,4,1,1,2,3,2,1,6,NA,4,2,1,1,2,2,3,1,2,2,3,2,3,1
"375","R_2aCzmLwFjmdnmxn",1,2,1,2,2,5,1,3,2,NA,NA,2,1,1,1,2,2,2,3,1,1,1,3,3,5,3,1,5,1,1,2,5,NA,5,4,2,1,2,4,2,1,7,2,3,2,1,3,3,3,1,3,4,3,3,2,2,4
"376","R_3FX70RDNzIgupCW",1,2,1,2,3,4,1,3,2,NA,NA,2,3,3,3,1,1,1,3,2,1,2,3,1,5,4,1,4,1,1,1,5,5,5,4,3,3,2,4,5,4,2,NA,1,4,2,3,4,1,3,4,3,2,1,2,2,5
"377","R_3KOQ8fgac8pvuZD",2,1,2,2,4,NA,2,1,1,2,NA,2,1,2,2,1,1,1,4,2,3,1,1,1,1,1,1,4,1,1,5,5,5,4,2,1,3,1,1,1,2,1,NA,3,1,1,1,1,1,1,2,1,1,2,1,1,2
"378","R_3fGDyBPxg3Dyxy7",2,2,1,1,1,3,1,2,2,NA,NA,2,2,2,2,1,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,NA,2,3,1,3,3,3,3,3,3,3,3,3,3,3
"379","R_22rIQnidcGhAVNQ",1,1,1,1,4,NA,1,1,1,1,2,1,3,3,3,2,2,1,2,1,1,2,1,1,3,4,1,5,1,2,1,3,2,5,3,3,3,3,3,3,4,4,NA,1,1,1,1,1,1,1,3,2,2,2,1,1,1
"380","R_qWJlJ05jN2rGPfj",2,1,2,2,1,1,2,3,1,1,1,1,3,3,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,4,5,1,6,NA,4,5,2,4,1,1,1,5,1,1,1,1,1,1
"381","R_2Pv6DOBHlWvI5mG",3,2,2,2,3,4,2,1,2,NA,NA,2,1,1,1,1,1,1,4,1,1,4,4,1,1,3,3,3,3,3,3,3,3,3,2,3,4,1,4,1,3,5,NA,2,2,1,1,5,1,3,3,3,3,3,3,3,3
"382","R_2Xbtjt8lx8KwSwM",2,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,1,2,2,2,2,2,2,3,4,2,3,2,2,1,1,2,2,2,2,3,3,3,3,3,3,4,2,NA,1,1,1,2,5,1,2,2,2,2,2,2,2,2
"383","R_WiFED95HRxGGau5",1,2,2,2,4,NA,2,1,1,2,NA,1,1,1,1,2,2,2,3,3,1,3,2,1,1,4,2,2,2,4,4,2,2,4,3,2,1,1,1,5,4,1,NA,2,2,1,5,1,5,5,1,1,4,5,5,5,4
"384","R_2rSogfQ902898VY",2,1,2,2,2,3,2,2,3,NA,NA,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,3,3,2,1,3,3,3,3,2,1,2,5,NA,2,1,1,2,2,1,1,2,3,3,2,2,1,2
"385","R_DhFLgBzrQiDE9jP",2,2,2,2,4,NA,2,3,1,2,NA,1,1,2,3,1,2,1,1,2,3,4,3,2,2,1,2,3,4,5,4,3,2,1,1,2,3,1,2,3,2,7,2,2,2,1,1,2,3,4,5,4,3,2,1,2,3
"386","R_2WDalNXusjcDA4A",3,1,2,1,2,2,2,4,2,NA,NA,2,2,3,3,1,1,2,2,3,1,2,3,2,4,4,3,5,1,1,1,1,5,4,5,1,1,1,5,3,1,6,NA,4,1,1,2,2,1,2,1,2,3,2,3,1,2
"387","R_1Dvf1xy0eHmnRGk",2,1,1,2,4,NA,2,3,2,NA,NA,2,3,3,NA,NA,2,2,4,4,4,4,NA,1,1,3,3,3,3,3,3,3,3,3,1,4,5,1,1,1,1,6,NA,4,1,1,3,3,3,3,3,3,3,3,3,3,3
"388","R_shc3hUgS2XUVjdn",2,1,2,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,3,2,1,1,1,2,2,2,3,4,4,3,4,4,3,2,2,3,2,4,3,4,2,3,NA,3,2,1,2,4,1,2,3,4,3,2,3,3,3
"389","R_1rP66tyDNEjs54i",2,2,2,2,4,NA,2,1,1,2,NA,2,1,1,1,2,2,2,1,1,1,1,5,1,1,5,2,4,4,2,2,4,1,3,4,1,1,5,5,1,1,6,NA,5,4,2,2,3,3,2,5,1,5,4,3,5,3
"390","R_1NlaI7ZNvi17hyW",2,1,1,1,1,2,1,2,1,2,NA,1,3,2,3,1,1,2,1,2,3,1,2,1,2,1,3,1,2,1,2,1,2,1,5,4,5,2,1,2,4,5,NA,1,2,1,1,2,1,2,1,2,2,3,1,1,2
"391","R_yHIUJFtUM48un85",1,2,2,2,3,1,2,3,2,NA,NA,2,1,1,1,2,1,2,2,NA,1,2,2,1,4,4,2,4,1,1,1,5,5,4,5,3,1,2,1,2,2,2,NA,2,1,2,1,2,2,1,1,1,1,1,1,1,1
"392","R_plStyd5NKfLAAAF",1,1,2,2,1,3,2,3,3,NA,NA,2,2,3,2,1,1,1,4,4,1,3,2,2,4,1,1,2,3,1,1,2,4,2,4,3,2,1,2,2,2,5,NA,3,1,1,2,1,1,2,4,1,1,1,1,1,1
"393","R_3ltT3YAghUXMjGt",2,2,1,2,1,4,1,4,2,NA,NA,1,1,1,1,1,1,2,1,4,1,1,1,2,3,3,4,5,1,4,3,2,3,3,3,1,2,4,2,2,3,4,NA,3,1,1,3,4,2,3,3,3,3,5,4,3,1
"394","R_24AzTMtKIUPxKG1",2,1,1,1,2,2,2,4,1,1,1,1,2,2,2,1,1,1,2,2,1,2,5,2,1,5,5,1,5,4,2,2,1,1,1,1,1,1,1,3,2,1,NA,4,4,2,4,2,4,3,1,1,4,4,5,4,4
